State_Raw,County_Raw,Count_Total_Population,Count_Kids_0_18,Count_Working_Age_19_64,Count_Seniors_65Plus,Count_Medicaid_Enrollees,Estimated_Medicaid_Spend,Estimated_Total_County_Spend,ACCESS2,ARTHRITIS,BINGE,BPHIGH,BPMED,CANCER,CASTHMA,CHD,CHECKUP,CHOLSCREEN,COGNITION,COLON_SCREEN,COPD,CSMOKING,DENTAL,DEPRESSION,DIABETES,DISABILITY,EMOTIONSPT,FOODINSECU,FOODSTAMP,GHLTH,HEARING,HIGHCHOL,HOUSINSECU,INDEPLIVE,LACKTRPT,LONELINESS,LPA,MAMMOUSE,MHLTH,MOBILITY,OBESITY,PHLTH,SELFCARE,SHUTUTILITY,SLEEP,STROKE,TEETHLOST,VISION,COST_DRIVEN_BY_DIABETES,COST_DRIVEN_BY_CANCER,COST_DRIVEN_BY_COPD,COST_DRIVEN_BY_OBESITY
Alabama,Autauga County,59285,13926,35885,9474,9518,87565600,936703000,8.8,26.3,14.3,42.0,78.2,7.0,10.0,5.6,81.0,86.8,15.9,64.6,6.4,14.5,61.9,25.1,13.3,32.4,24.3,16.5,11.3,20.0,7.9,41.3,12.4,8.8,8.5,32.6,26.0,80.9,18.0,15.4,39.8,12.8,4.0,8.3,37.7,3.2,12.0,4.8,132087929.0,157698100.0,43633760.0,80224462.0
Alabama,Baldwin County,239945,51128,137491,51326,34735,319562000,3791131000,8.8,32.9,17.1,43.8,59.1,10.2,9.4,7.5,80.7,84.9,14.0,62.9,6.0,13.3,62.4,23.9,10.4,33.9,20.9,14.2,9.1,19.3,9.0,42.8,11.0,7.8,6.8,33.3,23.7,74.1,15.1,12.3,35.0,13.2,3.2,6.4,36.4,3.8,10.9,4.8,418034099.0,930026820.0,165562050.0,285534550.0
Alabama,Barbour County,24757,5181,14695,4881,6419,59054800,391160600,14.8,28.9,12.4,45.4,63.9,6.1,10.8,7.4,81.4,81.7,19.4,62.6,11.1,20.2,45.3,22.9,19.6,44.4,30.6,32.1,26.2,31.4,9.7,43.0,21.1,12.9,14.6,39.8,36.2,75.5,19.9,20.0,47.1,17.4,7.1,16.7,44.6,5.8,27.8,9.1,81286936.0,57386726.0,31602310.0,39645860.0
Alabama,Bibb County,22152,4458,13938,3756,4710,43332000,350001600,12.6,28.2,15.3,42.4,77.4,8.3,10.4,7.0,77.3,81.5,18.9,62.8,8.9,19.9,51.2,24.4,16.2,39.6,27.3,23.5,18.1,27.6,8.4,36.7,17.2,11.5,11.6,37.2,31.9,69.2,19.9,20.0,43.7,15.6,5.6,12.0,40.6,4.7,21.4,7.2,60116629.0,69867408.0,22672572.0,32913442.0
Alabama,Blount County,59292,13738,34535,11019,12256,112755200,936813600,11.5,31.8,14.5,41.2,58.9,7.3,9.9,8.0,77.0,82.4,17.1,65.8,7.6,16.6,54.0,24.8,11.3,37.9,23.5,16.7,11.5,22.1,9.7,42.2,13.1,9.7,8.5,35.8,27.7,70.7,17.5,17.3,36.1,15.4,4.5,8.3,36.5,3.3,16.8,5.3,112238333.0,164476008.0,51821208.0,72775001.0
Alabama,Bullock County,10157,2105,6235,1817,3807,35024400,160480600,18.2,30.6,10.6,52.4,66.4,6.3,11.5,10.7,82.1,82.6,22.3,58.2,11.2,24.9,39.0,21.7,21.3,47.9,33.6,42.9,40.4,37.8,8.3,43.2,31.2,16.7,21.8,40.2,42.7,75.5,21.3,28.6,51.0,18.5,10.0,22.8,50.5,7.3,35.1,12.7,36241964.0,24315858.0,13082216.0,17612238.0
Alabama,Butler County,18807,4219,10562,4026,5116,47067200,297150600,11.8,35.2,13.4,44.8,64.7,8.4,11.1,9.1,80.1,83.2,17.9,65.5,10.3,18.3,49.0,22.5,15.2,42.1,29.8,28.6,23.5,28.9,7.3,43.4,18.7,11.9,12.8,37.5,35.1,76.4,20.2,22.2,40.7,16.6,6.2,15.1,41.8,5.5,22.2,8.1,47888339.0,60031944.0,22276892.0,26025127.0
Alabama,Calhoun County,116141,24829,70373,20939,26382,242714400,1835027800,11.0,31.6,15.6,41.5,77.1,6.9,10.6,7.7,77.6,84.7,18.0,65.1,7.8,16.3,56.7,24.6,12.9,39.0,25.9,21.5,15.1,24.4,7.6,40.4,15.5,10.7,10.8,36.8,31.0,76.3,19.3,18.3,39.1,15.3,4.4,10.7,42.8,3.6,16.6,6.3,250981630.0,304521702.0,104178477.0,154397845.0
Alabama,Chambers County,34450,7141,20425,6884,8239,75798800,544310000,12.1,34.2,13.5,48.7,62.6,8.4,10.7,8.6,81.5,85.9,18.8,59.4,8.0,18.2,48.3,22.7,14.5,41.0,28.6,24.6,19.1,27.6,7.3,41.8,19.5,11.7,12.9,35.9,34.3,77.0,18.3,17.5,41.5,14.8,5.9,13.6,42.6,5.2,17.9,6.9,83680428.0,109964400.0,31694000.0,48608950.0
Alabama,Cherokee County,25224,4747,14474,6003,4712,43350400,398539200,10.8,35.9,16.5,45.9,59.8,7.5,10.2,9.6,80.4,82.2,17.0,62.8,10.7,17.5,56.7,27.1,16.0,40.9,24.3,16.9,13.4,23.1,8.2,45.9,11.2,10.4,9.6,35.6,31.4,75.3,19.8,15.5,39.5,16.8,4.2,7.7,37.4,3.5,18.0,6.3,67608392.0,71888400.0,31038132.0,33875832.0
Alabama,Chilton County,45500,10966,26848,7686,9187,84520400,718900000,11.6,27.3,14.2,39.0,77.5,8.6,10.0,6.3,77.1,84.8,18.2,65.0,8.8,16.9,59.2,25.3,14.1,37.6,25.5,19.4,13.4,24.0,9.1,43.3,13.2,10.1,9.8,36.3,31.1,73.5,19.3,15.2,40.0,14.7,4.1,9.3,34.1,4.0,23.2,5.9,107472456.0,148694000.0,46046000.0,61880000.0
Alabama,Choctaw County,12525,2492,7051,2982,3191,29357200,197895000,11.0,38.4,13.9,52.7,82.8,9.1,11.1,6.8,79.6,82.8,17.9,59.4,8.5,18.2,49.6,23.3,15.0,44.3,29.0,25.4,20.8,30.3,7.4,36.4,19.8,12.0,13.5,38.6,36.4,76.1,20.3,24.1,44.5,17.4,6.6,14.3,43.1,4.3,22.0,7.2,31472820.0,43311450.0,12243188.0,18950325.0
Alabama,Clarke County,22802,4950,13150,4702,6610,60812000,360271600,11.6,28.6,11.6,49.5,63.8,8.3,11.0,8.7,79.9,86.2,17.8,60.0,9.7,17.7,50.7,23.9,14.9,40.1,29.2,25.8,21.4,28.6,9.2,42.0,20.3,12.0,12.3,40.1,34.4,76.2,18.0,17.7,44.2,14.9,5.2,14.1,42.4,5.3,19.7,7.7,56914886.0,71917508.0,25435631.0,34266846.0
Alabama,Clay County,14188,2932,8346,2910,3181,29265200,224170400,11.7,35.3,13.3,40.6,80.1,7.1,10.4,6.8,77.4,82.0,17.9,66.8,8.5,18.2,51.2,24.4,12.9,41.8,24.5,20.2,15.3,27.0,10.6,36.6,13.6,11.5,11.0,36.7,32.7,73.0,20.0,20.7,42.4,15.3,4.7,10.6,40.8,4.9,22.1,7.0,30660382.0,38279224.0,13868770.0,20453421.0
Alabama,Cleburne County,15254,3327,8810,3117,2932,26974400,241013200,10.1,33.1,16.7,37.0,78.9,7.5,10.1,8.4,76.3,82.1,17.2,64.7,8.1,17.8,52.6,26.9,11.7,38.6,24.6,17.9,13.1,22.3,8.2,43.2,12.7,10.2,8.6,34.6,30.5,74.7,18.1,15.0,37.1,15.9,4.1,8.7,38.4,3.4,21.9,6.0,29897596.0,43473900.0,14209101.0,19241396.0
Alabama,Coffee County,54231,13045,31909,9277,9666,88927200,856849800,11.7,31.0,15.7,43.5,78.1,8.4,10.2,6.3,77.6,85.1,17.7,65.0,8.6,16.7,59.9,24.3,14.8,36.6,25.4,19.6,14.1,22.8,8.8,35.1,14.9,10.3,10.5,35.8,28.8,74.7,17.7,17.7,41.0,14.1,4.3,9.6,41.3,4.2,16.4,5.9,134454701.0,173105352.0,53634459.0,75598014.0
Alabama,Colbert County,57648,12311,33737,11600,11392,104806400,910838400,10.2,33.2,14.0,44.3,78.9,7.1,10.4,8.0,80.5,83.4,17.4,58.3,8.9,16.2,56.8,25.8,12.1,37.9,25.2,17.6,12.8,22.0,7.4,42.7,12.7,9.7,9.7,34.4,26.9,71.9,17.3,18.1,37.5,15.2,4.6,8.6,40.2,4.3,13.1,5.4,116852035.0,155534304.0,59002728.0,73501200.0
Alabama,Conecuh County,11411,2305,6332,2774,3860,35512000,180293800,13.6,30.0,12.9,54.7,65.0,6.2,11.3,7.6,83.1,85.9,20.9,65.8,12.6,20.5,48.7,24.1,22.1,46.5,30.3,30.2,28.8,30.6,11.3,45.0,20.0,14.1,16.2,36.9,39.4,72.9,20.8,20.6,46.8,16.6,6.5,15.1,43.7,4.8,25.0,9.9,42245713.0,26884316.0,16534539.0,18157183.0
Alabama,Coosa County,10323,1742,6023,2558,2131,19605200,163103400,10.9,36.9,15.0,50.2,82.3,9.8,10.5,6.6,78.0,82.7,16.8,69.2,7.9,18.3,51.3,24.3,18.6,41.6,26.5,23.1,16.0,24.8,10.5,35.1,14.5,10.8,10.2,34.7,33.5,78.1,16.9,16.6,41.9,14.9,5.9,11.6,41.9,3.9,13.7,6.3,32165147.0,38442852.0,9378446.0,14706146.0
Alabama,Covington County,37647,8319,21080,8248,8624,79340800,594822600,10.9,27.4,15.2,46.4,61.0,7.2,10.2,6.6,80.9,85.7,17.4,60.9,10.4,18.3,55.8,26.0,12.8,37.4,24.4,19.0,14.5,24.3,10.6,36.7,13.0,11.2,9.6,35.8,31.9,76.0,18.0,15.9,38.1,14.8,4.5,10.4,36.6,3.7,17.1,6.0,80724806.0,103002192.0,45025812.0,48767924.0
Alabama,Crenshaw County,13144,3016,7510,2618,2963,27259600,207675200,11.2,27.8,13.4,46.6,79.2,8.7,10.5,6.5,81.0,85.4,18.8,60.4,9.9,18.5,52.2,25.0,16.6,37.9,26.2,23.0,16.5,26.5,9.5,35.6,16.8,11.0,10.6,37.2,32.6,73.2,19.6,16.5,40.5,14.8,5.4,10.3,39.1,4.8,17.1,6.3,36551256.0,43454064.0,14964444.0,18099288.0
Alabama,Cullman County,89463,20132,52387,16944,16753,154127600,1413515400,10.5,32.5,15.3,37.3,77.8,9.5,9.8,6.3,79.3,82.7,16.7,63.1,9.0,16.6,55.0,26.5,13.4,35.1,22.5,16.4,11.6,21.5,8.0,41.5,12.2,9.8,8.3,32.5,27.3,74.5,17.6,14.2,36.2,15.1,4.3,8.1,36.7,3.3,14.7,5.5,200823680.0,322961430.0,92594205.0,110111060.0
Alabama,Dale County,49516,11518,29106,8892,11447,105312400,782352800,11.8,31.8,14.5,44.3,77.7,8.4,10.3,6.6,79.8,84.7,18.1,64.2,8.0,18.0,54.6,25.5,13.7,40.6,26.3,21.3,16.3,26.0,9.3,36.7,16.4,11.0,11.0,37.3,30.6,73.8,18.5,18.8,41.5,15.8,4.7,10.6,39.7,4.4,15.9,6.3,113640408.0,158055072.0,45554720.0,69867076.0
Alabama,Dallas County,37536,8946,21167,7423,13581,124945200,593068800,13.0,35.3,10.1,49.2,66.6,5.5,11.6,7.2,81.8,83.5,20.2,58.4,11.2,20.1,48.3,20.3,22.4,44.2,30.3,35.9,33.3,31.3,7.1,36.7,26.5,14.1,17.9,38.5,38.0,79.1,18.4,25.4,46.3,15.8,8.0,20.4,46.0,5.2,23.2,9.3,140851888.0,78450240.0,48346368.0,59089171.0
Alabama,DeKalb County,71946,17442,41997,12507,18188,167329600,1136746800,15.4,32.5,15.5,44.5,77.0,8.8,10.1,8.9,78.2,83.1,19.6,59.1,9.2,19.9,47.5,27.2,13.3,40.2,25.7,22.6,16.9,26.8,9.0,42.6,14.8,11.7,11.7,35.2,32.6,71.7,18.9,20.3,38.6,16.4,5.1,10.0,40.3,3.9,20.2,7.0,160296839.0,240587424.0,76118868.0,94421930.0
Alabama,Elmore County,88669,19255,55170,14244,13159,121062800,1400970200,9.2,29.5,15.9,41.6,61.7,8.3,10.0,6.7,80.3,84.6,16.4,65.9,7.5,15.1,59.5,23.6,13.0,35.2,25.8,17.9,12.4,21.7,7.1,40.6,13.5,9.0,9.2,35.2,26.2,76.3,17.5,13.7,38.9,13.8,3.7,9.1,41.5,3.7,12.2,5.2,193099801.0,279662026.0,76477012.0,117273619.0
Alabama,Escambia County,36695,8353,21428,6914,8282,76194400,579781000,13.5,29.2,14.4,48.6,79.0,6.5,10.9,7.6,80.5,81.2,20.1,57.0,9.7,21.2,48.7,24.0,15.6,42.0,28.1,29.9,24.0,29.9,8.5,36.6,19.1,13.5,13.9,36.6,35.7,71.5,20.9,22.8,43.9,16.8,6.1,15.4,46.1,4.6,28.6,8.2,95895484.0,90636650.0,40933272.0,54770957.0
Alabama,Etowah County,103208,22487,60602,20119,23408,215353600,1630686400,10.8,28.3,13.9,46.3,78.6,9.1,10.3,8.5,80.2,82.8,17.8,56.0,9.8,18.1,54.1,26.1,16.3,38.9,25.1,19.7,14.9,26.5,8.0,42.5,13.9,10.8,9.9,36.9,33.3,74.3,18.1,16.6,43.8,16.4,5.1,10.5,46.2,4.5,17.0,6.5,281817288.0,356893264.0,116315416.0,153697354.0
Alabama,Fayette County,16173,3452,9226,3495,4147,38152400,255533400,11.5,29.0,13.7,47.6,60.8,7.2,10.5,6.9,80.6,85.0,19.5,65.7,8.8,18.7,50.9,25.7,13.1,38.5,23.9,20.0,16.6,24.5,8.4,35.8,13.4,11.6,11.0,36.7,32.7,72.5,18.2,16.5,40.6,15.4,5.5,10.7,40.5,3.8,26.7,7.0,35491843.0,44249328.0,16367076.0,22325209.0
Alabama,Franklin County,31978,8025,18460,5493,7497,68972400,505252400,16.5,32.9,15.2,39.9,77.9,8.7,10.0,7.2,76.3,80.7,19.3,60.7,9.1,19.5,50.2,25.1,16.4,42.0,25.2,25.0,17.8,28.6,10.4,43.7,17.3,12.1,11.4,37.1,32.7,72.1,18.6,17.8,42.2,17.3,5.2,11.5,39.3,4.7,16.5,7.8,87854055.0,105719268.0,33464977.0,45882034.0
Alabama,Geneva County,26726,5910,15360,5456,7023,64611600,422270800,12.5,34.7,14.0,39.1,60.6,7.1,10.5,7.0,77.1,81.5,19.5,55.2,11.0,19.4,54.8,25.7,13.0,40.6,24.1,22.2,17.0,25.3,10.7,36.2,15.7,11.4,11.2,36.0,30.1,77.1,20.1,20.5,42.3,17.0,5.6,10.8,40.2,3.8,18.2,6.5,58202814.0,72106748.0,33808390.0,38437333.0
Alabama,Greene County,7589,1622,4149,1818,2515,23138000,119906200,15.4,39.2,8.8,59.8,83.5,7.4,12.3,8.2,81.9,85.7,22.6,65.2,10.7,22.3,42.7,20.4,27.1,46.6,33.8,41.3,42.2,38.7,7.5,36.2,31.8,17.0,22.1,38.3,42.0,76.5,19.0,31.4,52.7,18.0,8.9,25.5,48.9,8.4,31.4,13.2,34452481.0,21340268.0,9338264.0,13597970.0
Alabama,Hale County,14749,3515,8298,2936,4469,41114800,233034200,12.8,34.3,12.6,46.0,65.2,7.4,11.3,9.0,80.4,83.3,19.8,66.8,8.6,18.9,49.1,22.3,16.3,42.7,29.9,30.1,26.6,30.5,8.8,42.1,23.4,12.8,14.5,38.3,34.4,80.1,20.0,23.1,47.8,16.8,6.2,15.2,43.9,4.7,25.3,8.8,40273265.0,41474188.0,14586761.0,23970075.0
Alabama,Henry County,17450,3570,9807,4073,3892,35806400,275710000,10.3,27.3,12.7,40.4,61.0,9.5,10.3,8.9,78.2,86.9,16.5,57.7,7.6,17.1,50.6,23.0,16.7,36.0,25.5,21.3,16.1,23.1,7.4,43.9,15.7,10.7,10.8,34.8,31.4,75.5,19.1,19.9,41.3,14.1,4.5,10.7,41.0,4.9,11.0,6.6,48817841.0,62994500.0,15251300.0,24503290.0
Alabama,Houston County,107628,24812,63027,19789,24770,227884000,1700522400,10.8,32.0,14.8,44.5,79.6,8.8,10.5,7.9,79.4,83.5,17.7,66.7,8.9,16.3,53.0,24.9,13.1,37.2,26.5,21.5,16.6,24.9,7.6,40.2,16.4,10.4,10.3,38.1,29.0,74.6,19.5,18.3,40.5,14.0,5.0,11.3,39.0,4.5,16.5,6.5,236190938.0,359908032.0,110157258.0,148203756.0
Alabama,Jackson County,52839,10983,30852,11004,12070,111044000,834856200,11.2,29.1,13.9,45.9,79.2,7.4,10.4,9.2,79.8,81.4,18.4,65.5,10.9,19.0,52.8,28.2,12.7,40.8,24.6,19.6,15.6,24.9,8.8,43.2,12.8,11.3,9.7,35.3,32.5,72.9,20.3,20.7,39.1,15.5,5.3,8.9,42.1,3.7,18.7,6.1,112415184.0,148583268.0,66233686.0,70244167.0
Alabama,Jefferson County,669744,154090,405472,110182,138550,1274660000,10581955200,9.3,25.3,14.5,40.0,78.2,7.3,9.9,6.6,80.0,86.8,15.8,67.2,6.9,14.1,58.2,23.2,13.5,34.1,24.5,20.8,14.7,20.9,6.3,39.5,16.0,9.3,10.1,38.3,28.0,84.2,17.5,14.9,37.6,12.1,4.2,11.4,38.4,4.1,14.5,5.8,1514639451.0,1857869856.0,531441864.0,856200730.0
Alabama,Lamar County,13809,3085,7661,3063,3271,30093200,218182200,10.9,35.3,13.3,47.7,80.4,7.2,10.5,6.9,77.1,81.6,18.1,63.9,11.1,18.8,54.3,24.7,12.9,42.4,25.6,21.3,16.5,24.8,11.0,45.1,13.2,11.2,10.9,35.1,30.0,77.1,20.4,21.3,40.8,17.0,4.7,10.5,38.2,3.8,21.3,7.0,29841359.0,37781424.0,17627188.0,19155845.0
Alabama,Lauderdale County,95037,18548,57317,19172,15693,144375600,1501584600,9.5,26.6,16.2,39.6,60.2,9.1,10.0,5.9,77.7,85.0,16.6,67.1,8.2,15.4,61.1,24.2,11.0,33.8,23.4,15.1,11.7,21.0,7.5,35.0,12.3,9.4,8.8,34.5,26.7,75.7,17.5,13.8,36.7,13.4,3.7,7.3,41.4,3.9,15.6,5.3,175126581.0,328637946.0,89619891.0,118587169.0
Alabama,Lawrence County,33182,7222,19732,6228,6701,61649200,524275600,11.1,33.4,15.8,44.3,78.9,9.0,10.6,6.6,79.8,85.0,18.9,58.4,8.2,18.5,52.7,24.9,12.5,39.7,26.0,19.7,14.4,25.4,8.2,35.9,15.0,10.7,10.8,37.1,29.4,75.5,18.3,19.2,39.2,16.2,4.4,9.3,39.0,4.6,21.4,6.0,69483108.0,113482440.0,31290626.0,44224970.0
Alabama,Lee County,177663,37567,117126,22970,24255,223146000,2807075400,9.1,25.6,15.3,38.6,61.5,6.8,10.0,5.8,79.3,83.7,15.7,67.2,6.4,12.9,57.0,23.4,12.7,32.5,23.5,17.5,12.8,19.7,7.0,36.5,12.9,8.9,9.4,33.5,25.0,78.8,17.6,13.8,39.9,12.6,3.7,8.9,37.5,3.2,13.3,5.1,377978743.0,459081192.0,130759968.0,241017626.0
Alabama,Limestone County,107577,23953,67080,16544,13773,126711600,1699716600,9.6,25.8,15.3,37.3,58.9,8.3,9.7,5.6,79.5,86.4,14.9,67.2,6.9,14.0,60.6,23.7,10.9,32.3,23.3,15.4,9.9,20.2,7.6,35.7,12.1,8.4,8.2,34.7,25.4,76.1,17.1,14.7,39.0,12.4,3.7,7.8,39.8,3.4,15.3,4.5,196432160.0,339297858.0,85362350.0,142647102.0
Alabama,Lowndes County,10008,2199,5802,2007,3186,29311200,158126400,14.7,36.7,9.6,56.5,82.1,5.3,11.8,10.4,83.9,85.3,20.3,54.9,9.9,21.6,44.9,20.9,24.1,47.8,31.3,40.3,35.2,33.8,7.4,43.0,29.0,15.1,18.2,40.3,39.3,74.9,19.1,28.1,51.2,17.1,9.0,20.2,49.5,5.6,28.8,10.4,40404618.0,20156112.0,11394108.0,17421926.0
Alabama,Macon County,18951,2944,12080,3927,5152,47398400,299425800,11.2,28.6,11.6,48.4,80.0,6.3,11.7,8.2,83.8,85.0,18.7,69.5,7.7,17.9,47.6,21.6,17.7,40.0,31.3,33.2,25.2,28.6,6.1,39.4,22.0,12.5,16.4,40.4,35.2,78.7,19.7,19.7,46.7,14.9,6.6,15.7,44.7,5.7,25.5,8.2,56191686.0,45368694.0,16781110.0,30090398.0
Alabama,Madison County,397135,86354,249385,61396,52114,479448800,6274733000,8.0,25.3,14.6,36.2,59.1,6.9,9.4,5.8,80.3,86.4,13.6,64.0,5.8,12.0,62.4,22.0,12.1,30.3,23.3,13.7,8.9,17.3,6.9,38.7,11.4,7.4,7.8,34.9,22.7,79.9,15.5,11.8,39.9,11.8,3.3,7.7,37.5,2.9,10.9,4.4,804989468.0,1041287970.0,264889045.0,538753341.0
Alabama,Marengo County,19027,4286,10899,3842,5024,46220800,300626600,11.5,29.0,13.1,51.5,80.9,6.0,11.0,6.8,83.0,86.4,17.7,64.1,9.9,18.0,49.8,22.3,16.1,42.1,29.5,28.9,22.5,27.3,8.9,44.3,19.0,12.2,13.1,37.4,34.6,75.9,19.5,18.7,43.1,16.4,5.6,15.4,42.8,4.4,20.4,8.2,51317189.0,43381560.0,21662240.0,27882166.0
Alabama,Marion County,29190,6175,16858,6157,7571,69653200,461202000,11.0,34.8,13.9,45.9,79.2,10.0,10.4,6.9,76.5,81.4,19.3,55.9,10.8,19.2,53.8,27.3,15.5,41.6,24.1,19.0,14.1,26.0,11.0,36.7,14.1,11.0,10.3,36.4,32.2,73.2,18.2,20.2,42.4,16.8,5.3,8.6,37.6,4.8,17.7,6.0,75793586.0,110922000.0,36253980.0,42080304.0
Alabama,Marshall County,98712,25531,56425,16756,22085,203182000,1559649600,13.1,30.8,16.3,41.7,59.5,7.4,9.8,6.4,78.2,84.7,18.0,59.6,9.0,16.8,57.7,26.2,14.5,37.4,23.9,18.3,13.2,23.5,9.4,36.8,12.7,10.1,9.8,37.4,29.7,73.9,17.8,15.3,37.6,15.3,4.5,8.3,39.1,3.4,22.9,5.7,239775396.0,277578144.0,102166920.0,126193421.0
Alabama,Mobile County,413162,96676,246378,70108,90811,835461200,6527959600,10.2,29.0,14.8,39.6,79.4,7.7,9.7,6.1,78.1,85.5,16.3,67.8,6.9,15.7,51.3,22.7,16.1,35.8,28.4,22.3,15.9,22.1,7.8,35.3,16.6,9.9,10.7,35.5,29.7,77.4,18.1,15.7,39.0,14.0,4.8,10.6,41.5,4.3,16.1,5.9,1114327662.0,1208912012.0,327844047.0,547852812.0
Alabama,Monroe County,19580,4154,11283,4143,5279,48566800,309364000,12.1,35.7,11.4,44.7,64.0,6.2,11.1,7.1,79.6,85.4,20.3,59.2,11.2,19.7,48.7,22.7,19.7,41.1,28.0,27.7,24.7,28.7,7.7,35.4,18.9,13.1,13.3,36.3,36.8,76.3,18.6,23.8,43.8,15.9,5.8,13.6,44.0,4.5,20.4,7.8,64616820.0,46130480.0,25219040.0,29158536.0
Alabama,Montgomery County,227197,54708,136527,35962,52243,480635600,3589712600,10.4,29.9,13.0,46.3,78.2,6.6,10.7,6.0,83.0,85.6,16.4,66.7,6.7,14.8,53.8,21.0,16.4,36.4,27.5,25.6,19.5,24.5,6.9,34.0,19.0,10.4,12.4,37.4,30.6,80.9,17.0,18.4,46.1,13.5,4.9,14.3,43.8,4.5,14.5,6.6,624184680.0,569810076.0,175055288.0,356108578.0
Alabama,Morgan County,123742,28884,72735,22123,24060,221352000,1955123600,11.2,26.9,15.8,39.9,78.7,7.1,9.9,7.7,77.0,83.4,16.3,60.7,8.5,16.1,55.7,24.9,14.7,35.9,24.2,17.9,12.4,22.4,9.1,35.9,14.2,9.6,9.0,36.0,29.8,75.3,16.8,14.8,38.6,13.8,4.5,9.3,38.7,4.0,17.3,5.9,304720120.0,333855916.0,120957805.0,162399001.0
Alabama,Perry County,8231,1753,4747,1731,3298,30341600,130049800,13.8,31.6,9.7,51.9,67.9,5.4,11.9,8.2,84.1,82.1,21.3,63.5,12.9,21.9,42.3,22.1,24.6,46.1,30.5,41.9,36.8,35.4,10.0,36.4,26.2,15.9,19.1,38.4,42.1,75.4,21.7,28.6,52.9,17.9,9.4,24.0,45.1,5.8,30.1,11.1,33919885.0,16890012.0,12210688.0,14804277.0
Alabama,Pickens County,18843,3639,11529,3675,4723,43451600,297719400,13.4,32.8,12.6,48.3,79.2,6.2,10.7,8.7,81.2,82.4,18.4,59.3,10.0,19.0,50.4,22.3,18.0,41.6,27.7,27.9,22.3,29.0,7.8,42.6,20.5,11.8,13.8,36.4,33.4,79.8,18.2,18.1,48.0,16.5,5.6,14.5,42.2,5.2,24.9,8.0,56818428.0,44394108.0,21669450.0,30751776.0
Alabama,Pike County,32953,6297,21566,5090,6991,64317200,520657400,10.7,28.4,14.0,40.6,62.8,6.5,10.9,6.6,79.5,81.5,18.0,64.7,7.9,14.9,55.7,24.7,14.6,38.2,26.0,23.7,20.0,24.7,7.6,35.2,16.6,11.3,12.6,37.4,29.2,76.4,19.2,16.7,43.3,14.5,5.1,11.7,38.7,4.1,16.6,6.7,80596184.0,81393910.0,29937800.0,48513407.0
Alabama,Randolph County,22310,4674,13010,4626,4281,39385200,352498000,10.9,33.8,15.4,39.7,61.1,9.4,10.3,8.7,78.3,85.8,17.2,58.5,7.9,17.6,51.8,25.8,12.7,37.2,25.6,19.2,15.5,25.2,7.7,44.4,15.1,10.7,9.6,36.5,28.2,74.4,17.6,15.6,38.0,15.7,5.1,9.0,40.1,4.7,15.9,6.5,47464614.0,79691320.0,20268635.0,28824520.0
Alabama,Russell County,58858,14306,35604,8948,13984,128652800,929956400,12.2,30.7,13.0,43.7,64.0,6.1,11.0,6.6,79.4,85.0,18.3,61.2,8.0,18.1,49.3,23.9,15.3,39.8,28.5,28.0,21.9,26.4,7.2,36.4,21.0,11.7,13.8,38.4,33.2,76.7,19.6,19.9,42.7,15.7,5.9,14.0,43.3,4.3,19.5,7.6,150856350.0,136432844.0,54149360.0,85450044.0
Alabama,St. Clair County,92903,20815,55803,16285,15766,145047200,1467867400,9.5,26.7,17.0,37.2,77.9,8.9,10.0,7.1,77.8,86.4,16.7,65.4,6.7,15.2,61.0,25.9,13.0,34.3,25.6,16.1,10.4,21.3,7.3,42.7,12.4,9.1,8.6,36.6,26.3,76.2,17.4,13.5,39.6,13.2,4.0,8.1,35.1,3.7,11.2,5.0,202320437.0,314197946.0,71581762.0,125084599.0
Alabama,Shelby County,226955,52225,137541,37189,21650,199180000,3585889000,7.4,27.5,17.7,40.2,58.7,7.5,9.3,4.8,79.7,86.7,12.9,64.9,5.5,10.6,68.2,21.6,9.6,28.1,21.2,11.1,6.7,16.1,6.2,40.4,9.5,6.7,6.1,31.5,20.7,80.7,14.6,12.1,31.6,11.3,2.7,6.1,34.2,2.5,10.4,3.8,364987215.0,646821750.0,143549038.0,243840452.0
Alabama,Sumter County,12020,2311,7397,2312,3807,35024400,189916000,11.8,29.8,10.9,49.1,79.7,6.4,11.7,8.5,82.3,83.6,19.2,67.0,9.3,18.8,46.4,21.5,19.7,40.4,30.2,34.1,26.8,29.6,6.8,39.9,25.7,13.5,16.1,38.5,35.6,79.3,20.0,22.2,47.2,15.4,6.9,16.7,46.0,5.8,29.8,8.8,39667731.0,29232640.0,12855390.0,19289696.0
Alabama,Talladega County,81170,16883,48930,15357,19622,180522400,1282486000,11.4,27.1,13.2,48.2,62.1,8.3,10.7,8.3,79.5,85.8,18.4,62.2,7.9,17.7,52.3,23.7,17.2,39.4,26.1,23.6,18.3,26.4,7.6,42.1,17.7,11.0,11.9,35.4,31.1,76.6,19.1,16.2,45.4,15.8,5.4,12.3,43.5,4.8,17.3,6.9,233878692.0,256010180.0,73742945.0,125294012.0
Alabama,Tallapoosa County,41070,8383,23345,9342,9110,83812000,648906000,10.7,28.4,15.3,48.5,81.1,9.8,10.5,6.3,79.0,87.2,16.2,65.2,7.3,16.3,56.0,23.5,12.7,36.4,25.3,19.2,14.0,23.4,7.5,36.5,13.5,10.1,10.8,37.6,30.0,73.9,19.1,19.8,39.6,15.8,5.1,10.8,40.8,3.6,17.6,5.7,87376589.0,152944680.0,34478265.0,55296648.0
